"Grand List Year","Fiscal Year End June 30","Town Code","Service District Code","Municipality/District","Mill Rate","Mill Rate - Real & Personal Property","Mill Rate - Motor Vehicle","Flat Rate Fee / Other Rate"
"2018","2020","71",,"Lebanon - Amston Lake District","2.64",,,
"2018","2020","71",,"Lebanon - Lake Williams Beach Association",,,,"$100.00"
"2018","2020","72",,"Ledyard","35.06",,,
"2018","2020","72",,"Ledyard - Gales Ferry District","0.2177",,,
"2018","2020","73",,"Lisbon","23.23",,,
"2018","2020","74",,"Litchfield","28.2",,,
"2018","2020","75",,"Lyme","19.95",,,
"2018","2020","76",,"Madison","28.35",,,
"2018","2020","76",,"Madison - Kelsey Place Beach Association","1.4137",,,
"2018","2020","76",,"Madison - Lee Manor Association",,,,"$400.00"
"2018","2020","76",,"Madison - Overshore Association Inc.","0.12344",,,
"2018","2020","76",,"Madison - Seafields Association Inc.",,,,"$300.00"
"2018","2020","77",,"Manchester (Town)","36.52",,,
"2018","2020","77",,"Manchester - Special","3.05",,,
"2018","2020","77","335","Manchester 8th Utilities District (Fire + Sewer)","4.8",,,
"2018","2020","77",,"Manchester 8th Buckland Section Fire",,,,
"2018","2020","78",,"Mansfield","31.38",,,
"2018","2020","79",,"Marlborough","37.25",,,
"2018","2020","80",,"Meriden","40.86",,,
"2018","2020","80",,"Meriden - District 2","2.18",,,
"2018","2020","81",,"Middlebury","33.4",,,
"2018","2020","82",,"Middlefield","32.47",,,
"2018","2020","83",,"Middletown","36",,,
"2018","2020","83","337","Middletown, South Fire","5.203",,,
"2018","2020","83","338","Middletown, Westfield Fire","1.683",,,
"2018","2020","83","83A","Middletown, City Fire","8.4",,,
"2018","2020","84",,"Milford","27.71",,,
"2018","2020","84",,"Milford - Laurel Beach Association","2.87",,,
"2018","2020","84",,"Milford - Morningside Association","0.059251",,,
"2018","2020","84",,"Milford - Point Beach Improvement Association",,,,"$160.00"
"2018","2020","85",,"Monroe","35.58",,,
"2018","2020","85",,"Monroe - Northbrook Tax District","19.68",,,
"2018","2020","86",,"Montville","32.51",,,
"2018","2020","87",,"Morris","26.54",,,
"2018","2020","87",,"Morris - Deer Island Assoc.","2.87",,,
"2018","2020","88",,"Naugatuck",,"47.25","45",
"2018","2020","89",,"New Britain",,"50.5","45",
"2018","2020","89",,"New Britain - Downtown","3.8",,,
"2018","2020","90",,"New Canaan","18.24",,,
"2018","2020","90",,"New Canaan - Coachmens Square Tax District",,,,"8.25 - 8.75%"
"2018","2020","90",,"New Canaan - Cobblers Green Tax District",,,,"2.876 - 3.374%"
"2018","2020","90",,"New Canaan - Kings Grant Tax District",,,,"5.19 - 5.91%"
"2018","2020","90",,"New Canaan - Orchard Hills Tax District",,,,"3.69 - 4.87%"
"2018","2020","90",,"New Canaan - Park View Tax District",,,,"6.28 - 8.43%"
"2018","2020","90",,"New Canaan - Prides Crossing Tax District",,,,"1.36 - 3.02%"
"2018","2020","91",,"New Fairfield","30.9",,,
"2018","2020","91",,"New Fairfield - Bogus Hill Tax District","1.74",,,
"2018","2020","91",,"New Fairfield - Candlewood Hills Tax District","5.38",,,
"2018","2020","91",,"New Fairfield - Candlewood Isle Tax District","4.31",,,
"2018","2020","91",,"New Fairfield - Candlewood Knolls Tax District","0.00728",,,
"2018","2020","91",,"New Fairfield - Hillview Drive Association","3.49",,,
"2018","2020","91",,"New Fairfield - Joyce Hill Tax District","3.75",,,
"2018","2020","91",,"New Fairfield - Knollcrest Tax District","2.5446",,,
"2018","2020","91",,"New Fairfield - Lavelle Avenue","1.624",,,
"2018","2020","91",,"New Fairfield - Squantz View Tax District","4.55",,,
"2018","2020","92",,"New Hartford","30.25",,,
"2018","2020","92","339","New Hartford Village FD #1","1.7",,,
"2018","2020","92","340","New Hartford Pine Meadow #3","2.3",,,
"2018","2020","92","341","New Hartford South End FD #4","0.6",,,
"2018","2020","93",,"New Haven","42.98",,,
"2018","2020","93",,"New Haven - Town Green","1.99",,,
"2018","2020","93",,"New Haven - Chapel West","2.5",,,
"2018","2020","93",,"New Haven - Whalley Avenue","1.97",,,
"2018","2020","93",,"New Haven - Grand Avenue","1.25",,,
"2018","2020","94",,"Newington","39.45",,,
"2018","2020","95",,"New London","39.9",,,
"2018","2020","95",,"New London - City Center District","1.2",,,
"2018","2020","95",,"New London - Neptune Park Association","2.14124",,,
"2018","2020","96",,"New Milford","28.7",,,
"2018","2020","96",,"New Milford - Candlewood Lake Tax District","3.2",,,
"2018","2020","96",,"New Milford - Candlewood Point Homeowners Tax District","0.00284",,,
"2018","2020","96",,"New Milford - Candewood Springs Tax District","0.0022",,,
"2018","2020","96",,"New Milford - Ferris Estate Tax District",,,,"$850.00"
"2018","2020","96","342","New Milford Fire Association","0.655",,,
"2018","2020","96",,"New Milford - Millstone Ridge Tax District",,,,"$680.00"
"2018","2020","96",,"New Milford - Mountain View Tax District","0.003825",,,
"2018","2020","96",,"New Milford - Sunny Valley Tax District",,,,"$200.00"
"2018","2020","97",,"Newtown","34.77",,,
"2018","2020","98",,"Norfolk","26.98",,,
"2018","2020","99",,"North Branford","33.46",,,
"2018","2020","100",,"North Canaan","28.25",,,
"2018","2020","100","343","North Canaan - Canaan Fire District","2.1",,,
"2018","2020","101",,"North Haven","31.18",,,
"2018","2020","102",,"North Stonington","29",,,
"2018","2020","103",,"Norwalk 1st  - Downtown","23.315",,,
"2018","2020","103",,"Norwalk 2nd  - South","23.315",,,
"2018","2020","103",,"Norwalk 3rd  - East","23.315",,,
"2018","2020","103",,"Norwalk 4th  - Sewered Main Area","23.315",,,
"2018","2020","103",,"Norwalk 5th - No Garbage Main Area","22.798",,,
"2018","2020","103",,"Norwalk 6th - Rowayton","21.395",,,
"2018","2020","103",,"Norwalk Motor Vehicle Rate",,,"30.543",
"2018","2020","103",,"Norwalk 1st No Garbage","22.749",,,
"2018","2020","103",,"Norwalk 2nd No Garbage","22.749",,,
"2018","2020","103",,"Norwalk 3rd No Garbage","22.749",,,
"2018","2020","103",,"Norwalk 4th No Garbage","22.798",,,
"2018","2020","103",,"Norwalk - Birchwood Special Services District","8.688",,,
"2018","2020","104",,"Norwich - Town Consolidated District (TCD)","0.36",,,
"2018","2020","104",,"Norwich - City Consolidated District  (CCD)","7.71",,,
"2018","2020","104",,"Norwich","40.28",,,
"2018","2020","105",,"Old Lyme","22.41",,,
"2018","2020","105",,"Old Lyme - Old Colony Beach Club Association","0.00325",,,
"2018","2020","105",,"Old Lyme - Point of Woods Association Inc","2.39",,,
"2018","2020","105",,"Old Lyme - Rogers Lake West Shores Inc.","1",,,
"2018","2020","105",,"Old Lyme - White Sands Beach Association","3.126",,,
"2018","2020","106",,"Old Saybrook","19.75",,,
"2018","2020","106",,"Old Saybrook - Bel-Aire Manor Beach Association",,,,"$550.00"
"2018","2020","106",,"Old Saybrook - Chalker Beach Improvement Association","3.35",,,
"2018","2020","106",,"Old Saybrook - Cornfield Point Association",,,,"$412.00"
"2018","2020","106",,"Old Saybrook - Indian Town Association","2.95",,,
"2018","2020","106",,"Old Saybrook - Knollwood Beach Assoc.","1.09",,,
"2018","2020","106",,"Old Saybrook - Otter Cover Association","0.72",,,
"2018","2020","106",,"Old Saybrook - Saybrook Manor Association","1.31",,,
"2018","2020","107",,"Orange","32.59",,,
"2018","2020","108",,"Oxford","23.84",,,
"2018","2020","109",,"Plainfield","28.33",,,
"2018","2020","109","346","Plainfield FD # 255","1.7",,,
"2018","2020","109","345","Plainfield Moosup FD","2.2",,,
"2018","2020","109","344","Plainfield Central Village F.D.","2.97",,,
"2018","2020","109","347","Plainfield Wauregan F.D.","2.3",,,
"2018","2020","110",,"Plainville","34.62",,,
"2018","2020","111",,"Plymouth","40.63",,,
"2018","2020","111",,"Plymouth - Fall Mountain Lake Property Owners Association",,,,"$159.00"
"2018","2020","111",,"Plymouth - Lake Plymouth Community Association","39.69",,,
"2018","2020","112",,"Pomfret","26.4",,,
"2018","2020","112","348","Pomfret Fire District","0.78",,,
"2018","2020","113",,"Portland","33.81",,,
"2018","2020","114",,"Preston","26.43",,,
"2018","2020","115",,"Prospect","30.95",,,
"2018","2020","116",,"Putnam","22.06",,,
"2018","2020","116","349","Putnam - East Putnam District","1.8",,,
"2018","2020","116",,"Putnam - Special Service Dist.","9.6",,,
"2018","2020","116","374","Putnam - West Putnam District","1",,,
"2018","2020","117",,"Redding","32.84",,,
"2018","2020","117","351","Redding - Fire District 1","0.86",,,
"2018","2020","117","352","Redding - Fire District 2","0.8736",,,
"2018","2020","117",,"Redding Georgetown FD","1.7351",,,
"2018","2020","118",,"Ridgefield","28.12",,,
"2018","2020","118",,"Ridgefield - Twixt Hills Tax District",,,,"$550.00"
"2018","2020","119",,"Rocky Hill","32.5",,,
"2018","2020","120",,"Roxbury","15.85",,,
"2018","2020","121",,"Salem","32.2",,,
"2018","2020","122",,"Salisbury","11.6",,,
"2018","2020","123",,"Scotland",,"42.65","38",
"2018","2020","124",,"Seymour","36",,,
"2018","2020","125",,"Sharon","14.4",,,
"2018","2020","126",,"Shelton","22.42",,,
"2018","2020","127",,"Sherman","19.81",,,
"2018","2020","127",,"Sherman - Atchison Cove Tax District","4.47",,,
"2018","2020","127","754","Sherman - Candlewood Tax District","4.9",,,
"2018","2020","127",,"Sherman - Laurel Hill Road Tax District","30",,,
"2018","2020","128",,"Simsbury","37.32",,,
"2018","2020","128","355","Simsbury - Fire District","1.2",,,
"2018","2020","130",,"Southbury","29.1",,,
"2018","2020","130",,"Southbury - Heritage Crest Tax District","19.3378",,,
"2018","2020","131",,"Southington","30.64",,,
"2018","2020","132",,"South Windsor","38.5",,,
"2018","2020","133",,"Sprague","34.75",,,
"2018","2020","134",,"Stafford","34.93",,,
"2018","2020","134","134A","Stafford, Special Service District","2.28",,,
"2018","2020","135",,"Stamford Motor Vehicles",,,"27.25",
"2018","2020","135",,"Stamford ""A""","26.35",,,
"2018","2020","135",,"Stamford ""B""","25.84",,,
"2018","2020","135",,"Stamford ""C""","25.33",,,
"2018","2020","135",,"Stamford ""CS""","25.77",,,
"2018","2020","135",,"Stamford Pprop Other than MV","26.35",,,
"2018","2020","135",,"Stamford - Common Tax District","0.002402",,,
"2018","2020","135",,"Stamford - Georgetown North Tax District","7.268",,,
"2018","2020","135",,"Stamford - River Turn Community District","25.53",,,
"2018","2020","136",,"Sterling","31.94",,,
"2018","2020","136","357","Sterling - Fire District","2",,,
"2018","2020","137",,"Stonington","23.36",,,
"2018","2020","137","321","Stonington - FD #265","0.65",,,
"2018","2020","137","360","Stonington - Latimer Point","2.43",,,
"2018","2020","137","361","Stonington - Lords Point Assoc.","2.45",,,
"2018","2020","137","362","Stonington - Mason's Island","1.7",,,
"2018","2020","137","363","Stonington - Mystic FD #239","1.75",,,
"2018","2020","137","377","Stonington - Old Mystic FD #366","2.9",,,
"2018","2020","137",,"Stonington - Pawcatuck FD #264","1.75",,,
"2018","2020","137",,"Stonington - Quiambaug FD #378","1.25",,,
"2018","2020","137",,"Stonington - Wamphassuk Point Assoc. - Fire District","0.503",,,
"2018","2020","137",,"Stonington - Wequetequock FD #379","0.97",,,
"2018","2020","138",,"Stratford","39.87",,,
"2018","2020","138",,"Stratford - Far Mill River Tax District","14.246",,,
"2018","2020","138",,"Stratford - Oronoque Village Tax District","12.95",,,
"2018","2020","139",,"Suffield","28.72",,,
"2018","2020","140",,"Thomaston","36.53",,,
"2018","2020","141",,"Thompson","27.75",,,
"2018","2020","142",,"Tolland","36.05",,,
"2018","2020","143",,"Torrington",,"46.17","45",
"2018","2020","143",,"Torrington - Lakeridge Tax District","76.55",,,
"2018","2020","144",,"Trumbull","34.74",,,
"2018","2020","144","366","Trumbull -  Long Hill Fire District","0.904",,,
"2018","2020","144","365","Trumbull - Center Fire District","0.985",,,
"2018","2020","144","367","Trumbull - Nichols Fire District","1.216",,,
"2018","2020","145",,"Union","30.93",,,
"2018","2020","146",,"Vernon","39.63",,,
"2018","2020","147",,"Voluntown","29.21",,,
"2018","2020","148",,"Wallingford","29.19",,,
"2018","2020","149",,"Warren","14.25",,,
"2018","2020","150",,"Washington","14.25",,,
"2018","2020","151",,"Waterbury",,"60.21","45",
"2018","2020","152",,"Waterford","27.98",,,
