row_index,sale_year,sale_month,sale_day,sale_quarter,list_year,town_encoded,house_number,has_unit,zipcode,longitude,latitude,year_built,stories,total_bedrms,total_bthrms,living_area_sqft,style_encoded,fiscal_year_end_june30,mortgage30us,cpi_cuur0100sa0,unemployment_rate,housing_supply_actliscouct,mill_rate,gdp_real_estate,home_age_at_sale,living_area_sqft_log1p,sale_amount_log1p
656,2018,9,17,3.0,2017.0,15,9.0,0,6013.0,-72.9530239,41.7772926,1978.0,2.0,4.0,2.0,2789.0,30.0,2019.0,4.6,266.709,3.4,19161.0,32.5,35023.1,40.0,7.933796874815411,12.899222326086994
657,2017,11,1,4.0,2017.0,74,6.0,0,6776.0,-73.3636297,41.5719489,1987.0,2.0,5.0,3.0,3513.0,30.0,2018.0,3.94,260.63,3.8,18140.0,27.25,35485.1,30.0,8.164510268747042,12.873904582205109
658,2016,3,15,1.0,2015.0,39,1091.0,0,6073.0,-72.5646998,41.6761374,1968.0,1.0,3.0,2.0,1456.0,101.0,2016.0,3.68,252.854,5.4,,36.1,34944.3,48.0,7.284134806195205,12.660331092405906
659,2020,9,10,3.0,2019.0,37,24.0,0,6824.0,-73.2621874,41.1933626,1954.0,1.0,3.0,2.0,1532.0,120.0,2021.0,2.86,273.925,8.5,9044.0,,37034.6,66.0,7.334981878871814,13.190023895035274
660,2010,10,4,4.0,2010.0,39,599.0,0,6033.0,-72.5721614,41.6781789,1951.0,1.0,3.0,2.0,2332.0,101.0,2011.0,4.32,234.671,9.2,,,39119.8,59.0,7.75491027202143,12.18536470856483
661,2012,8,16,3.0,2011.0,39,103.0,0,6033.0,-72.6023874,41.6950868,1956.0,1.0,3.0,1.0,1364.0,101.0,2013.0,3.62,246.252,8.8,,,39197.7,56.0,7.21890970761906,12.162648309521318
662,2017,9,12,3.0,2016.0,74,10.0,0,6776.0,-73.4036633,41.5782635,1991.0,1.0,3.0,2.0,924.0,100.0,2018.0,3.78,260.875,4.0,19680.0,27.25,35485.1,26.0,6.829793737512425,11.775297421715829
663,2011,8,29,3.0,2010.0,15,35.0,0,6013.0,-72.9598112,41.722189,1988.0,1.5,4.0,2.0,2650.0,24.0,2012.0,4.22,243.033,9.1,,,40127.2,23.0,7.8826922062890254,12.91164481522143
664,2016,11,16,4.0,2016.0,37,152.0,0,6824.0,-73.2464852,41.1549397,1928.0,2.25,4.0,1.0,2138.0,30.0,2017.0,3.57,256.541,3.9,20373.0,25.45,34944.3,88.0,7.668093709082406,13.369225017834632
665,2020,6,22,2.0,2019.0,37,118.0,0,6825.0,-73.2484096,41.2020225,1950.0,1.25,3.0,2.0,1736.0,23.0,2020.0,3.13,272.283,11.4,10225.0,,37034.6,70.0,7.459914766241105,12.854486546624395
666,2009,10,1,4.0,2009.0,46,93.0,0,6518.0,-72.9330207,41.4175061,1986.0,2.0,4.0,2.0,2210.0,30.0,2010.0,4.94,231.304,8.5,,,37588.0,23.0,7.701200180857446,12.739640688812674
667,2013,9,4,3.0,2012.0,106,215.0,0,6614.0,-73.1415164,41.2280685,1955.0,1.0,3.0,3.0,2555.0,101.0,2014.0,4.51,250.231,7.6,,34.64,37039.7,58.0,7.846198815497425,12.468440756144114
668,2010,2,5,1.0,2009.0,37,42.0,0,6825.0,-73.2355077,41.1678052,1918.0,1.5,3.0,1.0,1217.0,23.0,2010.0,5.01,232.382,10.2,,,39119.8,92.0,7.1049654482698426,12.59473402514672
669,2015,6,29,2.0,2014.0,63,23.0,0,6460.0,-73.0067768,41.2157211,1915.0,2.0,3.0,2.0,1992.0,46.0,2015.0,4.02,253.626,5.6,,27.22,35570.5,100.0,7.597396320212795,9.210440366976515
670,2016,7,7,3.0,2015.0,64,21.0,0,6468.0,-73.2511769,41.2988687,1858.0,2.0,3.0,2.0,1608.0,30.0,2017.0,3.41,255.386,5.1,24227.0,,34944.3,158.0,7.383368146992383,11.53273789613992
671,2017,8,23,3.0,2016.0,64,23.0,0,6468.0,-73.2380939,41.3188317,1987.0,2.0,4.0,2.0,3360.0,30.0,2018.0,3.89,259.508,4.5,19762.0,,35485.1,30.0,8.119993827725105,13.21767537538882
672,2010,7,28,3.0,2009.0,12,272.0,0,6010.0,-72.9244808,41.6643864,2001.0,1.0,3.0,2.0,1248.0,100.0,2011.0,4.56,233.885,9.7,,,39119.8,9.0,7.130098510125578,12.373707715234994
673,2009,11,17,4.0,2009.0,11,229.0,0,6610.0,-73.1725066,41.2175068,1948.0,2.0,3.0,1.0,1832.0,30.0,2010.0,4.91,231.708,8.4,,,37588.0,61.0,7.513709247839705,12.323860125621126
674,2006,11,2,4.0,2006.0,20,13.0,0,6413.0,-72.5214519,41.2760612,1910.0,2.0,3.0,2.0,1864.0,30.0,2007.0,6.31,214.8,4.1,,,30914.5,96.0,7.5310163320779155,12.706850963741102
675,2016,9,13,3.0,2015.0,39,224.0,0,6033.0,-72.5760985,41.7146383,1977.0,1.0,3.0,1.0,1040.0,101.0,2017.0,3.44,256.085,4.5,22870.0,,34944.3,39.0,6.947937068614969,12.413090879946887
676,2018,1,31,1.0,2017.0,11,64.0,0,6605.0,-73.1978634,41.1719668,1882.0,2.25,5.0,1.0,2890.0,30.0,2018.0,4.15,262.188,4.8,14137.0,,35023.1,136.0,7.969357742016346,11.156264806643742
677,2017,1,24,1.0,2016.0,39,282.0,0,6033.0,-72.5354142,41.7089487,1976.0,2.0,3.0,3.0,2024.0,44.0,2017.0,4.09,258.073,5.2,16355.0,,35485.1,41.0,7.613324979540639,12.706850963741102
678,2018,7,13,3.0,2017.0,10,17.0,0,6405.0,-72.8481812,41.2587562,1920.0,2.0,3.0,1.0,1095.0,94.0,2019.0,4.53,265.83,4.2,19132.0,28.64,35023.1,98.0,6.999422467507961,12.660331092405906
679,2013,5,29,2.0,2012.0,20,1.0,0,6413.0,-72.5174664,41.2829416,1967.0,1.5,3.0,2.0,1978.0,24.0,2013.0,3.59,248.584,8.1,,,37039.7,46.0,7.590346945602565,12.577639650232571
680,2019,1,14,1.0,2018.0,37,50.0,0,6825.0,-73.2560493,41.202785,1975.0,1.0,4.0,3.0,2117.0,100.0,2019.0,4.45,266.109,4.4,14295.0,26.36,37215.4,44.0,7.658227526161352,13.369225017834632
681,2012,1,30,1.0,2011.0,39,53.0,0,6033.0,-72.6055744,41.7080637,2006.0,1.5,4.0,2.0,2632.0,81.0,2012.0,3.98,242.879,8.9,,,39197.7,6.0,7.87587915949631,12.962196972666591
682,2012,6,8,2.0,2011.0,37,137.0,0,6824.0,-73.2561507,41.1350072,2007.0,2.0,4.0,2.0,3050.0,30.0,2012.0,3.67,245.201,8.5,,,39197.7,5.0,8.02322468471667,13.901689171636098
683,2017,11,2,4.0,2017.0,80,54.0,0,6360.0,-72.1035383,41.5495109,1956.0,1.0,3.0,1.0,992.0,101.0,2018.0,3.94,260.63,3.8,18140.0,,35485.1,61.0,6.900730664045173,11.81303746480054
684,2007,3,28,1.0,2006.0,80,57.0,0,6360.0,-72.0620636,41.5242103,1860.0,1.5,3.0,1.0,1616.0,46.0,2007.0,6.16,218.334,4.5,,,29520.5,147.0,7.388327859577107,12.100717685412471
685,2013,1,4,1.0,2012.0,39,108.0,0,6033.0,-72.5631787,41.7276635,2001.0,2.0,5.0,2.0,3276.0,81.0,2013.0,3.34,247.277,9.0,,,37039.7,12.0,8.094683648698815,13.120363378739665
686,2007,9,12,3.0,2006.0,80,95.0,0,6360.0,-72.131022,41.5550683,1968.0,1.75,4.0,1.0,1555.0,24.0,2008.0,6.46,221.436,4.4,,,29520.5,39.0,7.349873704738337,12.273735966890268
687,2014,5,12,2.0,2013.0,29,15.0,0,6423.0,-72.4031859,41.4898398,1962.0,2.0,4.0,2.0,2254.0,30.0,2014.0,4.21,253.598,6.6,,26.01,35902.5,52.0,7.720905251936779,12.409017571151187
688,2018,12,13,4.0,2018.0,90,8.0,0,6896.0,-73.3925712,41.3406325,1986.0,2.0,4.0,2.0,3554.0,30.0,2019.0,4.63,265.286,3.2,15974.0,31.72,35023.1,32.0,8.176110342237342,12.929414348548836
689,2015,5,12,2.0,2014.0,11,36.0,0,6606.0,-73.2109259,41.2270883,1966.0,1.0,3.0,1.0,1392.0,101.0,2015.0,3.8,252.77,5.7,,42.198,35570.5,49.0,7.239214973779806,11.561725152903833
690,2012,1,24,1.0,2011.0,37,288.0,0,6825.0,-73.2474709,41.2232893,1965.0,1.0,3.0,1.0,1104.0,120.0,2012.0,3.88,242.879,8.9,,,39197.7,47.0,7.007600613951853,12.765691290604371
691,2014,6,26,2.0,2013.0,37,25.0,0,6824.0,-73.2676721,41.1717172,1949.0,1.5,2.0,2.0,1505.0,23.0,2014.0,4.14,253.555,6.5,,23.93,35902.5,65.0,7.317212408359839,13.270785106659046
692,2008,1,3,1.0,2007.0,11,50.0,0,6610.0,-73.1850382,41.2067339,1921.0,2.0,4.0,1.0,2485.0,30.0,2008.0,6.07,224.325,5.5,,,32053.5,87.0,7.818430272070656,12.83468397161566
693,2014,4,25,2.0,2013.0,39,73.0,0,6073.0,-72.6010221,41.6572675,1951.0,1.0,3.0,2.0,1349.0,101.0,2014.0,4.33,252.506,6.3,,35.1,35902.5,63.0,7.2078598714324755,12.556733038263904
694,2020,8,25,3.0,2019.0,74,20.0,0,6776.0,-73.4380502,41.5662482,1965.0,1.0,2.0,2.0,816.0,101.0,2021.0,2.99,273.597,9.4,9173.0,,37034.6,55.0,6.705639094860003,12.180759965737863
695,2015,9,2,3.0,2014.0,12,133.0,0,6010.0,-72.9583855,41.6946661,2005.0,2.0,4.0,3.0,3396.0,30.0,2016.0,3.84,252.922,5.2,,34.61,35570.5,10.0,8.130647968160584,13.03898394237596
696,2015,10,29,4.0,2015.0,39,76.0,0,6033.0,-72.5236587,41.7225337,1959.0,1.0,3.0,1.0,1144.0,101.0,2016.0,3.76,252.504,5.2,,36.1,35570.5,56.0,7.0431599159883405,12.278397958261774
697,2016,7,14,3.0,2015.0,68,46.0,0,6053.0,-72.8049645,41.6802763,1990.0,1.0,3.0,1.0,1008.0,101.0,2017.0,3.42,255.386,5.1,24227.0,,34944.3,26.0,6.9167150203536085,11.678448377988165
698,2016,5,16,2.0,2015.0,64,10.0,0,6468.0,-73.2262573,41.3575135,2001.0,1.75,5.0,4.0,4211.0,30.0,2016.0,3.57,255.023,4.8,,34.35,34944.3,15.0,8.345692873253865,13.554147092530322
699,2010,2,23,1.0,2009.0,11,54.0,0,6605.0,-73.2082238,41.1747135,1927.0,2.25,4.0,3.0,4153.0,46.0,2010.0,4.93,232.382,10.2,,,39119.8,83.0,8.331827004436057,11.561725152903833
700,2018,6,19,2.0,2017.0,46,191.0,0,6517.0,-72.898504,41.3498856,1955.0,2.0,4.0,2.0,2454.0,30.0,2018.0,4.62,265.95,4.0,18609.0,,35023.1,63.0,7.805882040228621,12.762830066509972
701,2020,9,15,3.0,2019.0,12,125.0,0,6010.0,-72.915826,41.6809702,1943.0,1.5,3.0,1.0,1067.0,24.0,2021.0,2.86,273.925,8.5,9044.0,,37034.6,77.0,6.97354301952014,11.982935344196433
702,2012,11,28,4.0,2012.0,106,356.0,0,6615.0,-73.1402785,41.1747447,1955.0,2.0,3.0,1.0,1287.0,1.0,2013.0,3.31,247.097,7.8,,,39197.7,57.0,7.160845906664299,11.643699309050122
703,2016,2,29,1.0,2015.0,68,627.0,0,6052.0,-72.806078,41.6490151,1985.0,1.0,2.0,2.0,2728.0,101.0,2016.0,3.62,252.25,5.7,,49.0,34944.3,31.0,7.911690520708339,12.718899265966332
704,2017,9,28,3.0,2016.0,46,47.0,0,6514.0,-72.9380886,41.3397815,1934.0,1.0,1.0,1.0,648.0,20.0,2018.0,3.83,260.875,4.0,19680.0,,35485.1,83.0,6.47543271670409,10.601647149919607
705,2012,10,25,4.0,2012.0,39,75.0,0,6033.0,-72.572552,41.7002719,1956.0,1.0,3.0,2.0,1788.0,101.0,2013.0,3.41,247.564,8.1,,,39197.7,56.0,7.489412083508719,12.637858308703688
706,2014,9,17,3.0,2013.0,20,7.0,0,6413.0,-72.5321084,41.3215246,1964.0,1.0,2.0,1.0,1116.0,101.0,2015.0,4.12,253.154,6.2,,26.27,35902.5,50.0,7.018401799069201,10.93133754807084
707,2015,11,30,4.0,2015.0,39,100.0,0,6033.0,-72.5123901,41.7304246,1940.0,1.5,4.0,2.0,2287.0,23.0,2016.0,3.95,252.573,5.0,,36.1,35570.5,75.0,7.735433352499688,12.560247968016562
708,2018,7,31,3.0,2017.0,63,108.0,0,6460.0,-73.0735859,41.2066551,1955.0,1.75,3.0,2.0,2334.0,24.0,2019.0,4.54,265.83,4.2,19132.0,27.74,35023.1,63.0,7.755767170102998,12.818554633046093
709,2020,8,4,3.0,2019.0,20,141.0,0,6413.0,-72.5104597,41.2603781,1977.0,1.5,4.0,3.0,1883.0,24.0,2021.0,2.99,273.597,9.4,9173.0,,37034.6,43.0,7.541152455136308,12.793862088206213
710,2016,5,19,2.0,2015.0,64,497.0,0,6468.0,-73.2509141,41.3049528,1954.0,1.0,3.0,2.0,2232.0,101.0,2016.0,3.58,255.023,4.8,,34.35,34944.3,62.0,7.711101251840158,12.628070334272698
711,2019,1,24,1.0,2018.0,39,61.0,0,6033.0,-72.5229226,41.7095297,1985.0,2.0,4.0,2.0,2302.0,30.0,2019.0,4.45,266.109,4.4,14295.0,36.0,37215.4,34.0,7.741967899820685,12.73670383776449
712,2009,4,23,2.0,2008.0,46,48.0,0,6517.0,-72.9163751,41.3417064,1930.0,2.25,4.0,2.0,1879.0,30.0,2009.0,4.8,227.84,7.6,,,37588.0,79.0,7.539027055823995,12.72561318387146
713,2008,11,3,4.0,2008.0,12,381.0,0,6010.0,-72.9220033,41.6789131,1938.0,1.0,2.0,1.0,1124.0,101.0,2009.0,6.46,227.236,5.9,,,32053.5,70.0,7.025538314638521,11.289794413577894
714,2017,6,8,2.0,2016.0,68,26.0,0,6053.0,-72.7930209,41.703862,1957.0,1.0,3.0,1.0,1098.0,101.0,2017.0,3.89,259.335,4.4,20036.0,,35485.1,60.0,7.002155954403621,11.884495917930655
715,2016,10,3,4.0,2016.0,46,100.0,0,6517.0,-72.9174147,41.3491312,1925.0,2.0,3.0,1.0,1440.0,30.0,2017.0,3.42,256.605,4.4,22187.0,,34944.3,91.0,7.273092595999522,12.180759965737863
716,2017,7,31,3.0,2016.0,39,215.0,0,6033.0,-72.5217889,41.6786969,1992.0,2.0,4.0,4.0,3808.0,81.0,2018.0,3.92,258.833,4.7,20162.0,,35485.1,25.0,8.245121966478605,13.21767537538882
717,2009,6,29,2.0,2008.0,10,38.0,0,6405.0,-72.8308598,41.2613236,1925.0,2.0,3.0,2.0,2708.0,30.0,2009.0,5.42,229.93,8.2,,,37588.0,84.0,7.904334842085095,13.384729180332174
718,2009,9,1,3.0,2008.0,37,511.0,0,6825.0,-73.2384288,41.2020681,1967.0,2.0,3.0,2.0,1720.0,30.0,2010.0,5.14,231.2,8.5,,,37588.0,42.0,7.450660796211539,12.886643575525625
719,2011,8,23,3.0,2010.0,11,310.0,0,6606.0,-73.2110567,41.2145641,1932.0,2.0,3.0,1.0,1568.0,46.0,2012.0,4.15,243.033,9.1,,,40127.2,79.0,7.358193752733032,12.230770136157428
720,2010,6,16,2.0,2009.0,76,10.0,0,6470.0,-73.3388273,41.4217777,1996.0,2.0,4.0,2.0,2706.0,30.0,2010.0,4.72,233.834,9.3,,,39119.8,14.0,7.903596289614301,13.102162710901052
721,2011,1,19,1.0,2010.0,68,78.0,0,6053.0,-72.7805083,41.6843276,1956.0,1.5,4.0,1.0,1538.0,23.0,2011.0,4.71,235.969,10.1,,,40127.2,55.0,7.338888133838879,11.771443882099636
722,2019,8,23,3.0,2018.0,74,211.0,0,6776.0,-73.4197948,41.5889609,1932.0,2.0,3.0,1.0,1378.0,46.0,2020.0,3.55,270.548,3.7,17561.0,,37215.4,87.0,7.229113877793302,12.365215131251702
723,2012,7,30,3.0,2011.0,64,61.0,0,6468.0,-73.2651446,41.2989289,1999.0,2.0,3.0,2.0,3606.0,30.0,2013.0,3.49,244.984,9.0,,,39197.7,13.0,8.19063168090354,13.161393687816776
724,2018,1,24,1.0,2017.0,13,3.0,0,6804.0,-73.3986239,41.4779791,1900.0,2.0,4.0,2.0,3361.0,7.0,2018.0,4.04,262.188,4.8,14137.0,27.29,35023.1,118.0,8.120291313968561,13.017005083966255
725,2016,3,3,1.0,2015.0,12,120.0,0,6010.0,-72.9159824,41.6737797,1976.0,1.0,3.0,2.0,1132.0,100.0,2016.0,3.64,252.854,5.4,,34.61,34944.3,40.0,7.032624261028007,12.069685751267224
726,2017,5,1,2.0,2016.0,29,3.0,0,6423.0,-72.3843127,41.4761113,2001.0,2.0,3.0,2.0,2025.0,23.0,2017.0,4.03,259.386,4.4,19302.0,29.35,35485.1,16.0,7.613818684808629,12.644330802262578
727,2014,12,23,4.0,2014.0,37,24.0,0,6825.0,-73.2337601,41.2005297,1974.0,1.0,3.0,3.0,1732.0,100.0,2015.0,3.8,250.519,5.4,,24.4,35902.5,40.0,7.457609289715606,13.167338655091122
728,2018,1,19,1.0,2017.0,74,128.0,0,6776.0,-73.4100931,41.532002,2001.0,2.0,4.0,2.0,2655.0,30.0,2018.0,4.04,262.188,4.8,14137.0,27.25,35023.1,17.0,7.884576510596324,12.75130259456002
729,2019,9,16,3.0,2018.0,37,758.0,0,6825.0,-73.2345197,41.1735007,1931.0,1.5,2.0,1.0,1076.0,23.0,2020.0,3.56,270.563,3.3,17358.0,,37215.4,88.0,6.981934677156389,12.513561021741964
730,2015,3,23,1.0,2014.0,37,1100.0,0,6890.0,-73.2935806,41.1293801,1924.0,2.25,5.0,5.0,5478.0,32.0,2015.0,3.78,251.451,6.0,,24.4,35570.5,91.0,8.608677881538416,14.827111833279051
731,2006,10,2,4.0,2006.0,46,137.0,0,6518.0,-72.9058671,41.3867471,1948.0,1.5,3.0,1.0,1280.0,24.0,2007.0,6.31,215.2,3.9,,,30914.5,58.0,7.155396301896734,12.358798024384122
732,2019,8,14,3.0,2018.0,41,185.0,0,6035.0,-72.7948461,41.9945026,1954.0,1.0,2.0,1.0,832.0,24.0,2020.0,3.6,270.548,3.7,17561.0,,37215.4,65.0,6.725033642166843,11.918397239722838
733,2007,7,19,3.0,2006.0,68,33.0,0,6053.0,-72.7703266,41.6945379,1941.0,2.0,3.0,1.0,1621.0,30.0,2008.0,6.73,221.945,4.8,,,29520.5,66.0,7.3914152346753585,12.278397958261774
734,2014,5,1,2.0,2013.0,37,150.0,0,6824.0,-73.2504474,41.1673739,1939.0,2.0,4.0,2.0,2978.0,30.0,2014.0,4.29,253.598,6.6,,23.93,35902.5,75.0,7.999342952713282,13.670485941982712
735,2017,2,28,1.0,2016.0,80,656.0,0,6360.0,-72.0959048,41.5000993,1938.0,1.75,3.0,1.0,1598.0,46.0,2017.0,4.16,258.768,5.2,16276.0,,35485.1,79.0,7.377133712833954,11.759793355371237
736,2016,4,19,2.0,2015.0,39,225.0,0,6033.0,-72.537015,41.7102297,1974.0,1.0,3.0,3.0,2152.0,101.0,2016.0,3.58,254.27,4.8,,36.1,34944.3,42.0,7.674617497364363,12.820990681250253
737,2019,6,14,2.0,2018.0,10,7.0,0,6405.0,-72.7780664,41.2965814,1962.0,2.0,4.0,2.0,2360.0,30.0,2019.0,3.82,270.133,3.5,17619.0,28.64,37215.4,57.0,7.766840537085513,12.637858308703688
738,2017,10,17,4.0,2017.0,37,798.0,0,6824.0,-73.2738656,41.1534433,1965.0,2.0,4.0,2.0,1560.0,30.0,2018.0,3.91,260.58,4.0,19296.0,25.82,35485.1,52.0,7.353081920515432,12.429220196836384
739,2019,9,18,3.0,2018.0,29,63.0,0,6469.0,-72.4414123,41.5072802,1900.0,1.75,3.0,1.0,1562.0,46.0,2020.0,3.56,270.563,3.3,17358.0,,37215.4,119.0,7.354362330421477,12.055255569732177
740,2012,3,9,1.0,2011.0,80,6.0,0,6360.0,-72.0598267,41.5768028,1963.0,1.0,3.0,2.0,1400.0,101.0,2012.0,3.88,245.125,8.5,,,39197.7,49.0,7.244941546337007,11.820417517632333
741,2011,2,28,1.0,2010.0,39,310.0,0,6033.0,-72.553368,41.6938603,2005.0,2.0,4.0,4.0,3740.0,81.0,2011.0,4.95,237.11,10.0,,,40127.2,6.0,8.227108234348146,13.384729180332174
742,2015,12,14,4.0,2015.0,12,65.0,0,6010.0,-72.972669,41.6829314,2007.0,1.0,3.0,2.0,1458.0,101.0,2016.0,3.95,251.67,4.9,,34.61,35570.5,8.0,7.285506548522785,12.358368749551492
743,2018,9,18,3.0,2017.0,11,349.0,0,6606.0,-73.2155298,41.2090133,1965.0,1.25,3.0,2.0,1224.0,24.0,2019.0,4.6,266.709,3.4,19161.0,,35023.1,53.0,7.110696122978827,12.470361978939785
744,2016,5,11,2.0,2015.0,12,25.0,0,6010.0,-72.9470975,41.6676652,1934.0,1.5,3.0,1.0,1143.0,46.0,2016.0,3.61,255.023,4.8,,34.61,34944.3,82.0,7.042286171939743,11.728044909070784
745,2012,6,1,2.0,2011.0,12,23.0,0,6010.0,-72.9110027,41.6682161,1920.0,1.25,2.0,1.0,1198.0,20.0,2012.0,3.75,245.201,8.5,,,39197.7,92.0,7.089243155027514,11.694421681264394
746,2006,10,16,4.0,2006.0,12,33.0,0,6010.0,-72.9048233,41.6808711,1959.0,1.0,2.0,1.0,987.0,101.0,2007.0,6.37,215.2,3.9,,,30914.5,47.0,6.895682697747868,12.07254696717504
747,2015,4,28,2.0,2014.0,68,168.0,0,6052.0,-72.8164234,41.6636827,1955.0,1.5,3.0,1.0,1152.0,23.0,2015.0,3.65,251.76,5.4,,49.0,35570.5,60.0,7.050122520269059,11.849404844423074
748,2018,1,24,1.0,2017.0,20,69.0,0,6413.0,-72.5467914,41.2866932,1980.0,1.0,3.0,2.0,1776.0,101.0,2018.0,4.04,262.188,4.8,14137.0,29.91,35023.1,38.0,7.482681828154651,11.798111925972618
749,2007,5,15,2.0,2006.0,53,5.0,0,6339.0,-72.012362,41.4221677,2005.0,1.75,4.0,2.0,2834.0,30.0,2007.0,6.15,220.591,4.4,,,29520.5,2.0,7.949797216161852,13.060490101343552
750,2015,6,10,2.0,2014.0,39,44.0,0,6033.0,-72.5255144,41.6931464,1977.0,1.0,3.0,2.0,1491.0,119.0,2015.0,3.87,253.626,5.6,,35.65,35570.5,38.0,7.307872780763706,12.388398368982116
751,2014,10,29,4.0,2014.0,15,36.0,0,6013.0,-72.9050913,41.7485989,1959.0,2.0,3.0,2.0,1150.0,101.0,2015.0,3.92,252.73,6.0,,29.85,35902.5,55.0,7.048386408721883,11.31351064723008
752,2018,12,12,4.0,2018.0,15,11.0,0,6013.0,-72.9938358,41.7670586,1999.0,2.0,4.0,5.0,4032.0,30.0,2019.0,4.75,265.286,3.2,15974.0,32.5,35023.1,19.0,8.302265794873367,13.321215875492411
753,2020,5,5,2.0,2019.0,46,34.0,0,6514.0,-72.9242624,41.3811092,1965.0,1.0,3.0,2.0,1720.0,101.0,2020.0,3.23,271.345,12.1,10818.0,,37034.6,55.0,7.450660796211539,12.556733038263904
754,2009,10,21,4.0,2009.0,80,425.0,0,6360.0,-72.1039546,41.519744,1951.0,1.0,2.0,1.0,1395.0,24.0,2010.0,4.92,231.304,8.5,,,37588.0,58.0,7.241366283322318,12.100717685412471
755,2017,6,30,2.0,2016.0,41,6.0,0,6035.0,-72.7999189,41.966619,1996.0,2.0,4.0,2.0,3343.0,30.0,2017.0,3.88,259.335,4.4,20036.0,36.94,35485.1,21.0,8.114922974204593,12.994532278619134
756,2014,12,30,4.0,2014.0,12,52.0,0,6010.0,-72.9260403,41.7130741,1961.0,1.0,3.0,1.0,1056.0,101.0,2015.0,3.83,250.519,5.4,,34.61,35902.5,53.0,6.963189985870238,11.759793355371237
757,2020,7,22,3.0,2019.0,90,31.0,0,6896.0,-73.4263638,41.257095,1912.0,2.25,2.0,2.0,1591.0,30.0,2021.0,2.98,273.347,12.1,9742.0,,37034.6,108.0,7.372746366404328,12.765691290604371
758,2018,9,10,3.0,2017.0,46,271.0,0,6517.0,-72.9241438,41.3422444,1884.0,2.25,2.0,1.0,2056.0,94.0,2019.0,4.54,266.709,3.4,19161.0,,35023.1,134.0,7.629003889652957,11.61999352194924
759,2019,6,17,2.0,2018.0,90,21.0,0,6896.0,-73.4552371,41.3195984,1996.0,2.0,4.0,3.0,5055.0,30.0,2019.0,3.82,270.133,3.5,17619.0,31.72,37215.4,23.0,8.528330935826693,13.399996629152977
760,2007,1,2,1.0,2006.0,68,8.0,0,6053.0,-72.8005686,41.6976441,1984.0,1.0,3.0,2.0,1772.0,100.0,2007.0,6.18,215.813,5.0,,,29520.5,23.0,7.480428306074208,12.124868013083418
761,2007,8,1,3.0,2006.0,64,5.0,0,6468.0,-73.2299056,41.3565082,2005.0,2.0,4.0,3.0,4266.0,30.0,2008.0,6.69,221.559,4.5,,,29520.5,2.0,8.358666283188,13.785052381406867
762,2009,5,13,2.0,2008.0,68,2511.0,0,6053.0,-72.791989,41.6949548,1941.0,1.5,4.0,1.0,1229.0,23.0,2009.0,4.84,228.136,8.0,,,37588.0,68.0,7.114769448366463,11.87757552297847
763,2015,3,6,1.0,2014.0,80,55.0,0,6360.0,-72.0857118,41.5131518,1987.0,1.0,3.0,2.0,1296.0,101.0,2015.0,3.75,251.451,6.0,,,35570.5,28.0,7.167809184316444,11.404237196256764
764,2020,2,27,1.0,2019.0,68,633.0,0,6052.0,-72.8059662,41.648606,1961.0,1.0,2.0,1.0,1384.0,101.0,2020.0,3.45,273.08,4.2,11584.0,,37034.6,59.0,7.233455418621439,10.972516538662564
765,2018,7,26,3.0,2017.0,46,21.0,0,6517.0,-72.8975937,41.3410443,1951.0,1.25,3.0,1.0,1042.0,24.0,2019.0,4.54,265.83,4.2,19132.0,,35023.1,67.0,6.949856455000773,12.122696471358964
766,2008,6,27,2.0,2007.0,11,10.0,0,6604.0,-73.2170296,41.1947481,1953.0,1.0,3.0,1.0,1390.0,101.0,2008.0,6.45,232.649,5.5,,,32053.5,55.0,7.237778191923443,12.301387370778713
767,2017,9,19,3.0,2016.0,29,15.0,0,6469.0,-72.4148053,41.5131587,1989.0,1.5,2.0,2.0,1008.0,23.0,2018.0,3.78,260.875,4.0,19680.0,29.58,35485.1,28.0,6.9167150203536085,11.767575435251748
768,2011,5,24,2.0,2010.0,80,19.0,0,6360.0,-72.0498353,41.5830651,1975.0,1.0,3.0,2.0,1236.0,100.0,2011.0,4.61,241.566,9.1,,,40127.2,36.0,7.120444372392488,11.849404844423074
769,2018,5,15,2.0,2017.0,37,2530.0,0,6824.0,-73.2615492,41.1792584,1961.0,1.5,3.0,3.0,1459.0,23.0,2018.0,4.55,265.84,3.8,17506.0,25.82,35023.1,57.0,7.286191714702382,12.847929163278051
770,2006,11,3,4.0,2006.0,68,92.0,0,6053.0,-72.7940504,41.6914207,1948.0,1.25,3.0,1.0,1060.0,23.0,2007.0,6.31,214.8,4.1,,,30914.5,58.0,6.966967138613983,12.031725210748633
771,2008,2,29,1.0,2007.0,80,79.0,0,6360.0,-72.1321671,41.5148458,1963.0,1.0,4.0,3.0,1833.0,101.0,2008.0,6.24,225.213,5.4,,,32053.5,45.0,7.51425465281641,12.506180941677355
772,2007,3,9,1.0,2006.0,39,115.0,0,6073.0,-72.5346855,41.6642016,1992.0,2.0,3.0,2.0,2176.0,81.0,2007.0,6.14,218.334,4.5,,,29520.5,15.0,7.685703061234547,13.019224835777257
773,2008,11,25,4.0,2008.0,46,5.0,0,6517.0,-72.9147729,41.342842,1926.0,1.75,3.0,1.0,1578.0,94.0,2009.0,6.04,227.236,5.9,,,32053.5,82.0,7.364547014255642,12.706850963741102
