row_index,sale_year,sale_month,sale_day,sale_quarter,list_year,town_encoded,house_number,has_unit,zipcode,longitude,latitude,year_built,stories,total_bedrms,total_bthrms,living_area_sqft,style_encoded,fiscal_year_end_june30,mortgage30us,cpi_cuur0100sa0,unemployment_rate,housing_supply_actliscouct,mill_rate,gdp_real_estate,home_age_at_sale,living_area_sqft_log1p,sale_amount_log1p
538,2018,11,1,4.0,2018.0,11,615.0,0,6606.0,-73.221624,41.2074373,1943.0,1.5,3.0,1.0,1228.0,24.0,2019.0,4.83,265.487,3.0,17804.0,,35023.1,75.0,7.113956109566034,12.128116509451258
539,2012,4,30,2.0,2011.0,37,271.0,0,6824.0,-73.2490228,41.1529857,1927.0,1.75,3.0,1.0,1605.0,23.0,2012.0,3.88,245.85,7.9,,,39197.7,85.0,7.381501894506707,13.270785106659046
540,2020,9,15,3.0,2019.0,46,61.0,0,6514.0,-72.9146934,41.4101317,1982.0,1.0,4.0,3.0,2446.0,120.0,2021.0,2.86,273.925,8.5,9044.0,,37034.6,38.0,7.802618063442671,12.765405536311112
541,2014,8,11,3.0,2013.0,11,135.0,0,6606.0,-73.2074154,41.216154,1941.0,1.25,4.0,2.0,1951.0,24.0,2015.0,4.14,253.185,6.8,,42.198,35902.5,73.0,7.576609766973037,12.100717685412471
542,2009,5,28,2.0,2008.0,68,669.0,0,6052.0,-72.8068409,41.6480208,1974.0,1.0,3.0,2.0,2091.0,101.0,2009.0,4.91,228.136,8.0,,,37588.0,35.0,7.645875825184813,12.323860125621126
543,2017,6,13,2.0,2016.0,80,13.0,0,6360.0,-72.1311116,41.508054,1952.0,1.5,3.0,2.0,1605.0,24.0,2017.0,3.89,259.335,4.4,20036.0,,35485.1,65.0,7.381501894506707,12.180759965737863
544,2020,5,1,2.0,2019.0,46,841.0,0,6511.0,-72.9121621,41.3329324,1917.0,2.25,4.0,3.0,3715.0,30.0,2020.0,3.23,271.345,12.1,10818.0,,37034.6,103.0,8.22040309993373,13.017005083966255
545,2008,3,28,1.0,2007.0,37,150.0,0,6824.0,-73.2621762,41.1687575,1962.0,1.0,3.0,2.0,2013.0,120.0,2008.0,5.85,226.926,5.3,,,32053.5,46.0,7.607878073278507,13.35109289810107
546,2015,7,1,3.0,2014.0,39,7.0,0,6033.0,-72.5769921,41.6770009,1959.0,1.0,4.0,3.0,2150.0,101.0,2016.0,4.02,253.405,5.9,,36.1,35570.5,56.0,7.67368812926773,12.496878583628968
547,2020,9,29,3.0,2019.0,15,51.0,0,6013.0,-72.9313049,41.7879407,1989.0,2.0,4.0,2.0,3029.0,30.0,2021.0,2.9,273.925,8.5,9044.0,,37034.6,31.0,8.016317898503415,13.02805489573287
548,2010,4,27,2.0,2009.0,117,60.0,0,6516.0,-72.9649431,41.2932375,1930.0,2.0,3.0,1.0,1143.0,46.0,2010.0,5.07,233.615,9.3,,,39119.8,80.0,7.042286171939743,11.856522261533735
549,2019,4,8,2.0,2018.0,90,47.0,0,6896.0,-73.4372369,41.2722925,1978.0,2.0,4.0,2.0,2394.0,30.0,2019.0,4.08,269.07,3.1,15425.0,31.72,37215.4,41.0,7.781138509845015,13.102162710901052
550,2012,12,13,4.0,2012.0,106,100.0,0,6614.0,-73.1540772,41.2263256,1954.0,1.0,2.0,1.0,1373.0,24.0,2013.0,3.32,246.456,7.8,,,39197.7,58.0,7.2254814727822945,12.278397958261774
551,2017,5,9,2.0,2016.0,80,69.0,0,6380.0,-72.0512062,41.5696363,1875.0,1.75,3.0,1.0,1159.0,46.0,2017.0,4.02,259.386,4.4,19302.0,,35485.1,142.0,7.05617528410041,9.825580063659602
552,2012,6,8,2.0,2011.0,37,1263.0,0,6824.0,-73.2754581,41.1553613,2013.0,2.25,4.0,3.0,4018.0,30.0,2012.0,3.67,245.201,8.5,,,39197.7,,8.2987883944492,13.017005083966255
553,2018,7,2,3.0,2017.0,117,19.0,0,6516.0,-72.9443353,41.2706179,1927.0,2.0,4.0,1.0,1685.0,30.0,2019.0,4.55,265.83,4.2,19132.0,,35023.1,91.0,7.430114138561801,12.417147664184917
554,2010,5,4,2.0,2009.0,60,64.0,0,6450.0,-72.7883206,41.5509541,1900.0,2.5,4.0,2.0,2700.0,30.0,2010.0,5.06,234.13,9.4,,,39119.8,110.0,7.901377353792616,12.04355959836804
555,2015,9,28,3.0,2014.0,39,507.0,0,6073.0,-72.5599153,41.6573996,1973.0,2.0,5.0,3.0,4096.0,30.0,2016.0,3.86,252.922,5.2,,36.1,35570.5,42.0,8.318010277546872,13.579789490265188
556,2016,1,8,1.0,2015.0,68,473.0,0,6051.0,-72.757183,41.6535479,1900.0,2.0,4.0,1.0,1394.0,46.0,2016.0,3.97,251.739,5.7,,49.0,34944.3,116.0,7.240649694255466,11.736077016252436
557,2015,5,26,2.0,2014.0,39,27.0,0,6073.0,-72.6072229,41.640564,2001.0,2.0,4.0,2.0,2663.0,81.0,2015.0,3.84,252.77,5.7,,35.65,35570.5,14.0,7.88758403166028,13.12735290896314
558,2015,5,27,2.0,2014.0,11,302.0,0,6610.0,-73.1671053,41.1973875,1917.0,2.0,3.0,1.0,1124.0,114.0,2015.0,3.84,252.77,5.7,,42.198,35570.5,98.0,7.025538314638521,10.468829770273569
559,2016,6,16,2.0,2015.0,29,6.0,0,6415.0,-72.3344951,41.5231992,1945.0,1.75,3.0,2.0,1910.0,46.0,2016.0,3.54,255.471,5.0,,28.68,34944.3,71.0,7.555381944240273,12.660331092405906
560,2019,12,6,4.0,2019.0,74,1.0,0,6776.0,-73.4069231,41.575129,1994.0,1.0,3.0,2.0,960.0,100.0,2020.0,3.68,270.429,3.1,13335.0,,37215.4,25.0,6.8679744089702925,11.824087219587645
561,2009,10,9,4.0,2009.0,29,152.0,0,6469.0,-72.4545006,41.5236218,1884.0,2.0,5.0,1.0,2538.0,46.0,2010.0,4.87,231.304,8.5,,,37588.0,125.0,7.839525581704678,11.289794413577894
562,2011,7,27,3.0,2010.0,11,226.0,0,6606.0,-73.2197647,41.2181671,1910.0,1.5,2.0,2.0,1007.0,46.0,2012.0,4.52,242.282,9.3,,,40127.2,101.0,6.915723448631314,11.599112335481124
563,2014,6,11,2.0,2013.0,64,135.0,0,6468.0,-73.2660971,41.2950061,1974.0,1.0,4.0,2.0,2569.0,100.0,2014.0,4.14,253.555,6.5,,30.41,35902.5,40.0,7.851661177889265,12.655557828842689
564,2014,8,18,3.0,2013.0,29,15.0,0,6469.0,-72.4199689,41.5120461,1900.0,1.0,1.0,1.0,878.0,46.0,2015.0,4.12,253.185,6.8,,27.9,35902.5,114.0,6.778784897685177,10.714439990727769
565,2018,7,10,3.0,2017.0,74,254.0,0,6776.0,-73.4290565,41.6122621,1981.0,1.0,3.0,2.0,1311.0,100.0,2019.0,4.52,265.83,4.2,19132.0,28.17,35023.1,37.0,7.179307969504034,12.498745990829317
566,2007,8,22,3.0,2006.0,20,11.0,0,6413.0,-72.5591976,41.2906751,1973.0,1.0,3.0,1.0,1360.0,101.0,2008.0,6.62,221.559,4.5,,,29520.5,34.0,7.215975002651466,12.34148164933907
567,2017,11,7,4.0,2017.0,37,35.0,0,6824.0,-73.2433886,41.1379426,2015.0,2.0,5.0,5.0,4154.0,33.0,2018.0,3.94,260.63,3.8,18140.0,25.82,35485.1,2.0,8.332067707289548,14.603968372873895
568,2018,9,28,3.0,2017.0,10,30.0,0,6405.0,-72.8426905,41.2775199,1955.0,1.0,2.0,1.0,1008.0,101.0,2019.0,4.72,266.709,3.4,19161.0,28.64,35023.1,63.0,6.9167150203536085,12.25486757159303
569,2019,9,10,3.0,2018.0,117,29.0,0,6516.0,-72.9474236,41.2784329,1925.0,2.0,3.0,1.0,1464.0,46.0,2020.0,3.49,270.563,3.3,17358.0,,37215.4,94.0,7.289610521451167,12.228328144428588
570,2011,8,11,3.0,2010.0,11,442.0,0,6606.0,-73.2109458,41.2046535,1938.0,2.25,3.0,1.0,1916.0,30.0,2012.0,4.32,243.033,9.1,,,40127.2,73.0,7.558516743045645,12.08391066125752
571,2015,8,31,3.0,2014.0,12,100.0,0,6010.0,-72.9536036,41.6589865,1969.0,1.0,3.0,2.0,1227.0,120.0,2016.0,3.84,252.903,5.6,,34.61,35570.5,46.0,7.113142108707088,12.240478903153711
572,2019,6,3,2.0,2018.0,11,290.0,0,6606.0,-73.202945,41.2255275,1967.0,1.0,3.0,1.0,1124.0,101.0,2019.0,3.99,270.133,3.5,17619.0,,37215.4,52.0,7.025538314638521,12.127575825689416
573,2020,4,20,2.0,2019.0,12,306.0,0,6010.0,-72.9232372,41.6575347,1978.0,1.0,2.0,1.0,864.0,101.0,2020.0,3.31,271.325,7.8,11264.0,,37034.6,42.0,6.762729506931879,11.351664567347823
574,2019,12,23,4.0,2019.0,12,7.0,0,6010.0,-72.9229458,41.6621116,1974.0,1.0,3.0,1.0,1148.0,101.0,2020.0,3.73,270.429,3.1,13335.0,,37215.4,45.0,7.046647277848756,11.365016929029292
575,2017,7,3,3.0,2016.0,64,26.0,0,6468.0,-73.2295607,41.3024118,2016.0,1.75,4.0,2.0,2432.0,23.0,2018.0,3.88,258.833,4.7,20162.0,,35485.1,1.0,7.796880342783522,12.83468397161566
576,2010,4,16,2.0,2009.0,60,62.0,0,6450.0,-72.7735593,41.5294954,1955.0,1.0,3.0,1.0,1144.0,101.0,2010.0,5.07,233.615,9.3,,,39119.8,55.0,7.0431599159883405,12.136191879981927
577,2010,6,11,2.0,2009.0,46,32.0,0,6517.0,-72.9110197,41.3593396,1930.0,1.0,2.0,1.0,1100.0,101.0,2010.0,4.72,233.834,9.3,,,39119.8,80.0,7.00397413672268,12.421188057397057
578,2017,5,5,2.0,2016.0,80,36.0,0,6360.0,-72.0920915,41.5122298,1961.0,1.0,2.0,1.0,1000.0,101.0,2017.0,4.02,259.386,4.4,19302.0,,35485.1,56.0,6.90875477931522,11.08457036856782
579,2015,9,17,3.0,2014.0,73,950.0,0,6320.0,-72.109948,41.3828406,1953.0,1.0,3.0,1.0,1296.0,101.0,2016.0,3.91,252.922,5.2,,39.49,35570.5,62.0,7.167809184316444,10.805699643800724
580,2018,6,28,2.0,2017.0,46,133.0,0,6517.0,-72.9051286,41.3580111,1941.0,2.0,4.0,1.0,1972.0,30.0,2018.0,4.55,265.95,4.0,18609.0,,35023.1,77.0,7.587310506022615,12.679199517372098
581,2017,11,16,4.0,2017.0,37,278.0,0,6824.0,-73.2622187,41.1372011,1939.0,1.5,3.0,4.0,1553.0,23.0,2018.0,3.95,260.63,3.8,18140.0,25.82,35485.1,78.0,7.348587530927593,13.28787951079572
582,2010,7,6,3.0,2009.0,46,265.0,0,6514.0,-72.9434612,41.3507644,1925.0,2.0,3.0,1.0,1308.0,30.0,2011.0,4.58,233.885,9.7,,,39119.8,85.0,7.1770187659099,11.81303746480054
583,2018,2,1,1.0,2017.0,46,81.0,0,6517.0,-72.9154021,41.3457008,1916.0,2.5,4.0,2.0,1813.0,30.0,2018.0,4.22,263.26,4.8,14185.0,,35023.1,102.0,7.503289630675082,12.345838935721968
584,2012,6,28,2.0,2011.0,64,159.0,0,6468.0,-73.2133398,41.3274818,1987.0,2.0,4.0,3.0,3096.0,30.0,2012.0,3.66,245.201,8.5,,,39197.7,25.0,8.038189179973203,13.118357364036902
585,2013,8,15,3.0,2012.0,37,4363.0,0,6824.0,-73.275134,41.2038208,1996.0,2.0,4.0,2.0,2811.0,30.0,2014.0,4.4,249.858,8.0,,23.93,37039.7,17.0,7.941651252930556,13.5782059606656
586,2018,8,1,3.0,2017.0,117,142.0,0,6516.0,-72.9560331,41.2608152,1950.0,2.0,2.0,1.0,1058.0,30.0,2019.0,4.54,266.425,3.9,19000.0,,35023.1,68.0,6.965080345601407,12.259618151783464
587,2017,11,15,4.0,2017.0,15,1.0,0,6013.0,-72.944408,41.7881288,1997.0,2.0,4.0,3.0,4024.0,30.0,2018.0,3.9,260.63,3.8,18140.0,32.0,35485.1,20.0,8.300280189852664,13.137253960339487
588,2017,6,6,2.0,2016.0,41,1.0,0,6060.0,-72.8542504,42.0316015,1985.0,2.0,4.0,2.0,2449.0,44.0,2017.0,3.94,259.335,4.4,20036.0,36.94,35485.1,32.0,7.803843303538772,12.779875885354992
589,2009,4,29,2.0,2008.0,12,113.0,0,6010.0,-72.9324085,41.6845503,1942.0,1.5,2.0,1.0,1016.0,24.0,2009.0,4.8,227.84,7.6,,,37588.0,67.0,6.92461239604856,11.995357787034976
590,2015,5,28,2.0,2014.0,63,55.0,0,6460.0,-73.0615229,41.2173503,2002.0,2.0,4.0,2.0,2416.0,30.0,2015.0,3.87,252.77,5.7,,27.22,35570.5,13.0,7.790282380703483,12.940843898859598
591,2017,5,16,2.0,2016.0,68,105.0,0,6052.0,-72.7978619,41.6623448,1910.0,2.0,4.0,2.0,1703.0,46.0,2017.0,4.05,259.386,4.4,19302.0,,35485.1,107.0,7.440733707389261,12.30592250537653
592,2014,8,4,3.0,2013.0,37,650.0,0,6824.0,-73.2752479,41.1825436,1950.0,2.0,3.0,3.0,3186.0,23.0,2015.0,4.12,253.185,6.8,,24.4,35902.5,64.0,8.066835314417336,13.579789490265188
593,2012,7,2,3.0,2011.0,113,34.0,0,6492.0,-72.8189584,41.4625505,1900.0,2.0,3.0,1.0,1320.0,46.0,2013.0,3.66,244.984,9.0,,,39197.7,112.0,7.186144304522325,12.100161978566868
594,2015,7,31,3.0,2014.0,46,640.0,0,6518.0,-72.9036786,41.4012615,1907.0,2.5,5.0,2.0,2333.0,30.0,2016.0,3.98,253.405,5.9,,40.87,35570.5,108.0,7.755338812846501,12.449022745701502
595,2009,11,4,4.0,2009.0,68,51.0,0,6053.0,-72.7902731,41.6832815,1963.0,1.0,3.0,2.0,1372.0,101.0,2010.0,5.03,231.708,8.4,,,37588.0,46.0,7.224753405767971,11.862884910339652
596,2008,6,2,2.0,2007.0,46,5.0,0,6514.0,-72.9472678,41.3492611,1940.0,1.5,3.0,2.0,1080.0,24.0,2008.0,6.08,232.649,5.5,,,32053.5,68.0,6.985641817639208,12.19602736016897
597,2015,3,13,1.0,2014.0,20,9.0,0,6413.0,-72.5128337,41.3214344,1962.0,1.75,3.0,2.0,2197.0,30.0,2015.0,3.86,251.451,6.0,,26.27,35570.5,53.0,7.6953031349635665,12.289958727201457
598,2014,11,20,4.0,2014.0,20,4.0,0,6413.0,-72.5128037,41.2956988,1962.0,2.0,5.0,2.0,2225.0,46.0,2015.0,3.99,251.781,5.8,,26.27,35902.5,52.0,7.70796153183549,12.17664898415669
599,2013,8,8,3.0,2012.0,39,45.0,0,6033.0,-72.533075,41.7056446,1995.0,2.0,3.0,2.0,3774.0,81.0,2014.0,4.4,249.858,8.0,,35.1,37039.7,18.0,8.236155661683124,13.387801374649944
600,2007,7,30,3.0,2006.0,46,853.0,0,6514.0,-72.9412743,41.3565799,1960.0,1.0,2.0,1.0,1026.0,101.0,2008.0,6.69,221.945,4.8,,,29520.5,47.0,6.934397209928558,12.165255859329688
601,2019,4,25,2.0,2018.0,46,550.0,0,6514.0,-72.9371865,41.3610869,1952.0,1.0,2.0,1.0,1206.0,120.0,2019.0,4.2,269.07,3.1,15425.0,,37215.4,67.0,7.095893221097532,11.48247656671073
602,2018,1,22,1.0,2017.0,121,72.0,0,6279.0,-72.2883481,41.8546834,1955.0,1.0,4.0,1.0,1163.0,24.0,2018.0,4.04,262.188,4.8,14137.0,30.09,35023.1,63.0,7.059617628291383,11.953442351878042
603,2017,12,4,4.0,2017.0,37,95.0,0,6825.0,-73.2346316,41.1773762,1950.0,1.25,2.0,1.0,1202.0,23.0,2018.0,3.9,260.791,3.7,16078.0,25.82,35485.1,67.0,7.0925737159746784,12.608202196848836
604,2019,6,7,2.0,2018.0,74,93.0,0,6776.0,-73.3873642,41.5996903,1984.0,1.0,3.0,2.0,1276.0,100.0,2019.0,3.82,270.133,3.5,17619.0,28.17,37215.4,35.0,7.152268856032539,12.323860125621126
605,2012,7,13,3.0,2011.0,10,28.0,0,6405.0,-72.8062768,41.2704824,1951.0,1.0,3.0,1.0,1068.0,101.0,2013.0,3.56,244.984,9.0,,,39197.7,61.0,6.974478911025045,12.345838935721968
606,2014,12,30,4.0,2014.0,80,33.0,0,6360.0,-72.0642059,41.6003281,1986.0,1.0,2.0,1.0,1082.0,80.0,2015.0,3.83,250.519,5.4,,,35902.5,28.0,6.987490247000991,9.741027444837728
607,2016,12,21,4.0,2016.0,68,415.0,0,6052.0,-72.7965239,41.6566204,1928.0,2.0,3.0,1.0,1700.0,30.0,2017.0,4.16,256.427,4.0,18231.0,,34944.3,88.0,7.438971592395862,12.100717685412471
608,2018,4,24,2.0,2017.0,64,150.0,0,6468.0,-73.2169834,41.3502035,1974.0,1.0,3.0,2.0,2112.0,100.0,2018.0,4.47,264.669,3.8,16140.0,,35023.1,44.0,7.655864017616056,12.022756594390604
609,2012,10,15,4.0,2012.0,37,357.0,0,6825.0,-73.2501193,41.2056628,1955.0,1.0,3.0,1.0,1116.0,101.0,2013.0,3.39,247.564,8.1,,,39197.7,57.0,7.018401799069201,12.611541086966117
610,2008,7,14,3.0,2007.0,15,32.0,0,6013.0,-72.9918858,41.8004684,1978.0,1.0,3.0,2.0,1832.0,101.0,2009.0,6.37,234.545,6.0,,,32053.5,30.0,7.513709247839705,12.751012698311856
611,2020,9,22,3.0,2019.0,63,154.0,0,6461.0,-73.0810835,41.2415907,1995.0,2.0,3.0,3.0,1636.0,30.0,2021.0,2.87,273.925,8.5,9044.0,,37034.6,25.0,7.400620577371135,12.948012371209098
612,2020,5,18,2.0,2019.0,68,98.0,0,6052.0,-72.8008003,41.6632591,1902.0,2.0,3.0,2.0,1452.0,57.0,2020.0,3.28,271.345,12.1,10818.0,,37034.6,118.0,7.281385663570282,11.982935344196433
613,2013,5,29,2.0,2012.0,64,316.0,0,6468.0,-73.2690947,41.3258145,1989.0,2.0,4.0,2.0,2432.0,30.0,2013.0,3.59,248.584,8.1,,,37039.7,24.0,7.796880342783522,12.524530013005734
614,2014,5,28,2.0,2013.0,12,35.0,0,6010.0,-72.9021475,41.6923051,1961.0,1.0,3.0,1.0,912.0,101.0,2014.0,4.14,253.598,6.6,,33.5,35902.5,53.0,6.816735880594968,11.755879486687116
615,2012,8,8,3.0,2011.0,46,234.0,0,6514.0,-72.9420456,41.3488901,1931.0,2.0,3.0,2.0,1608.0,30.0,2013.0,3.55,246.252,8.8,,,39197.7,81.0,7.383368146992383,11.695255355062796
616,2011,10,4,4.0,2011.0,12,588.0,0,6010.0,-72.9441868,41.6983279,1912.0,2.0,4.0,2.0,2950.0,30.0,2012.0,4.01,243.014,8.5,,,40127.2,99.0,7.989899374942939,11.81303746480054
617,2015,7,21,3.0,2014.0,11,1549.0,0,6604.0,-73.2193733,41.187429,1924.0,2.0,3.0,2.0,1602.0,30.0,2016.0,4.09,253.405,5.9,,42.198,35570.5,91.0,7.379632152609552,12.388398368982116
618,2009,12,1,4.0,2009.0,46,85.0,0,6517.0,-72.8995841,41.342744,1950.0,1.0,2.0,1.0,972.0,101.0,2010.0,4.78,231.462,8.7,,,37588.0,59.0,6.880384082186005,12.100717685412471
619,2009,10,30,4.0,2009.0,39,56.0,0,6033.0,-72.5610188,41.6896056,2006.0,2.0,4.0,3.0,3538.0,81.0,2010.0,5.03,231.304,8.5,,,37588.0,3.0,8.171599480345463,13.487007879880162
620,2020,2,3,1.0,2019.0,68,72.0,0,6051.0,-72.756112,41.6549257,1964.0,1.0,3.0,1.0,1608.0,100.0,2020.0,3.51,273.08,4.2,11584.0,,37034.6,56.0,7.383368146992383,10.308985993422082
621,2020,3,9,1.0,2019.0,12,314.0,0,6010.0,-72.9653968,41.652164,1954.0,1.0,2.0,1.0,960.0,101.0,2020.0,3.29,272.531,4.7,11797.0,,37034.6,66.0,6.8679744089702925,11.849404844423074
622,2013,12,13,4.0,2013.0,39,83.0,0,6033.0,-72.6076624,41.7285698,1953.0,1.0,3.0,1.0,1486.0,101.0,2014.0,4.42,249.567,6.7,,35.1,37039.7,60.0,7.304515946460155,12.100161978566868
623,2013,9,3,3.0,2012.0,106,2305.0,0,6615.0,-73.1270569,41.1921516,1948.0,1.5,4.0,1.0,2048.0,24.0,2014.0,4.51,250.231,7.6,,34.64,37039.7,65.0,7.6251071482389,12.445093483000798
624,2015,9,14,3.0,2014.0,63,66.0,0,6460.0,-73.0953566,41.2020124,1954.0,1.5,3.0,2.0,1547.0,24.0,2016.0,3.9,252.922,5.2,,27.88,35570.5,61.0,7.344719054149673,12.206077645517674
625,2009,8,20,3.0,2008.0,68,81.0,0,6053.0,-72.7946519,41.6926097,1948.0,1.25,3.0,1.0,964.0,23.0,2010.0,5.12,230.883,8.6,,,37588.0,61.0,6.872128101338986,11.820417517632333
626,2016,11,22,4.0,2016.0,37,37.0,0,6824.0,-73.2740731,41.168937,1968.0,1.0,3.0,2.0,1326.0,101.0,2017.0,3.94,256.541,3.9,20373.0,25.45,34944.3,48.0,7.190676034332207,13.190023895035274
627,2011,10,3,4.0,2011.0,64,45.0,0,6468.0,-73.2185624,41.3313143,1964.0,1.0,4.0,2.0,1872.0,101.0,2012.0,4.01,243.014,8.5,,,40127.2,47.0,7.535296702444088,12.656195581932694
628,2007,7,6,3.0,2006.0,12,42.0,0,6010.0,-72.9108978,41.6918817,1942.0,1.0,3.0,1.0,836.0,101.0,2008.0,6.63,221.945,4.8,,,29520.5,65.0,6.729824070489475,12.013706813470414
629,2014,10,23,4.0,2014.0,41,53.0,0,6035.0,-72.8010341,41.9209287,1975.0,2.0,4.0,1.0,1832.0,30.0,2015.0,3.92,252.73,6.0,,35.52,35902.5,39.0,7.513709247839705,12.37581963951765
630,2012,11,30,4.0,2012.0,106,110.0,0,6614.0,-73.1213668,41.2149529,1941.0,1.25,3.0,2.0,1134.0,24.0,2013.0,3.32,247.097,7.8,,,39197.7,71.0,7.034387929915503,12.278397958261774
631,2014,8,5,3.0,2013.0,63,27.0,0,6460.0,-73.0095754,41.2162555,1930.0,1.0,2.0,1.0,836.0,20.0,2015.0,4.12,253.185,6.8,,27.22,35902.5,84.0,6.729824070489475,11.320565693461432
632,2012,9,7,3.0,2011.0,37,531.0,0,6890.0,-73.2985173,41.1451519,1960.0,2.0,5.0,4.0,3050.0,30.0,2013.0,3.55,247.409,8.1,,,39197.7,52.0,8.02322468471667,13.617060838751888
633,2014,4,2,2.0,2013.0,39,200.0,0,6033.0,-72.543743,41.6861559,1957.0,1.0,4.0,2.0,1683.0,119.0,2014.0,4.4,252.506,6.3,,35.1,35902.5,57.0,7.428927194802272,12.706850963741102
634,2014,7,17,3.0,2013.0,63,9.0,0,6460.0,-73.0085065,41.2427242,2005.0,1.0,2.0,1.0,784.0,80.0,2015.0,4.13,253.833,7.1,,27.22,35902.5,9.0,6.665683717782408,11.156264806643742
635,2017,9,13,3.0,2016.0,12,356.0,0,6010.0,-72.8881645,41.6497419,2006.0,1.25,3.0,2.0,2104.0,82.0,2018.0,3.78,260.875,4.0,19680.0,,35485.1,11.0,7.652070746116482,12.853178505386332
636,2019,4,15,2.0,2018.0,41,18.0,0,6035.0,-72.7820647,41.9759802,1969.0,2.0,4.0,3.0,2290.0,30.0,2019.0,4.12,269.07,3.1,15425.0,38.69,37215.4,50.0,7.736743682453495,12.524530013005734
637,2007,1,19,1.0,2006.0,68,181.0,0,6051.0,-72.7781107,41.6787736,1900.0,2.0,3.0,1.0,1352.0,46.0,2007.0,6.23,215.813,5.0,,,29520.5,107.0,7.210079628170788,11.56647571052632
638,2017,8,23,3.0,2016.0,10,23.0,0,6405.0,-72.818189,41.2579073,1930.0,1.0,2.0,2.0,1623.0,101.0,2018.0,3.89,259.508,4.5,19762.0,28.47,35485.1,87.0,7.392647520721623,13.091906231773164
639,2017,5,31,2.0,2016.0,37,857.0,0,6824.0,-73.27455,41.1504709,1700.0,1.75,3.0,4.0,2894.0,70.0,2017.0,3.95,259.386,4.4,19302.0,25.45,35485.1,317.0,7.970740390007095,13.03898394237596
640,2007,11,29,4.0,2007.0,15,39.0,0,6013.0,-72.9257018,41.7261604,1986.0,2.0,4.0,2.0,2534.0,30.0,2008.0,6.1,223.356,4.4,,,29520.5,21.0,7.837948916025283,12.886643575525625
641,2019,11,4,4.0,2019.0,12,149.0,0,6010.0,-72.8999048,41.6895697,1954.0,1.25,4.0,2.0,1555.0,24.0,2020.0,3.78,270.643,3.1,15545.0,,37215.4,65.0,7.349873704738337,12.385895249206726
642,2020,1,3,1.0,2019.0,46,200.0,0,6517.0,-72.8953157,41.3542586,1966.0,2.0,5.0,2.0,1662.0,30.0,2020.0,3.72,272.316,4.3,11738.0,,37034.6,54.0,7.416378479192928,12.388398368982116
643,2017,12,19,4.0,2017.0,37,204.0,0,6824.0,-73.248826,41.1588017,1968.0,2.0,4.0,2.0,1988.0,30.0,2018.0,3.93,260.791,3.7,16078.0,25.82,35485.1,49.0,7.595387278853972,13.54763241999736
644,2012,11,2,4.0,2012.0,55,65.0,0,6371.0,-72.357474,41.3780524,2014.0,2.0,5.0,5.0,4549.0,50.0,2013.0,3.39,247.097,7.8,,,39197.7,,8.422882511944996,13.76421831620775
645,2012,5,16,2.0,2011.0,11,27.0,0,6605.0,-73.2230615,41.1659806,1907.0,1.5,3.0,2.0,898.0,46.0,2012.0,3.83,245.709,8.3,,,39197.7,105.0,6.80128303447162,11.461642696843066
646,2006,12,18,4.0,2006.0,68,20.0,0,6052.0,-72.8176366,41.6637522,1973.0,1.0,3.0,1.0,1842.0,100.0,2007.0,6.12,215.2,3.9,,,30914.5,33.0,7.519149957669823,11.678448377988165
647,2017,8,23,3.0,2016.0,29,6.0,0,6423.0,-72.4223194,41.4938582,1930.0,1.3,4.0,2.0,1962.0,23.0,2018.0,3.89,259.508,4.5,19762.0,29.58,35485.1,87.0,7.582229194276461,13.112315061750808
648,2019,8,13,3.0,2018.0,41,14.0,0,6060.0,-72.8473511,42.0069644,1960.0,1.5,4.0,2.0,2160.0,24.0,2020.0,3.6,270.548,3.7,17561.0,,37215.4,59.0,7.678326356506885,12.584512505902088
649,2018,5,1,2.0,2017.0,46,24.0,0,6518.0,-72.9385685,41.4161337,2000.0,2.25,5.0,3.0,3611.0,30.0,2018.0,4.58,265.84,3.8,17506.0,,35023.1,18.0,8.192016914536875,12.793862088206213
650,2012,12,12,4.0,2012.0,10,26.0,0,6405.0,-72.8305302,41.290717,1960.0,1.5,3.0,2.0,1387.0,24.0,2013.0,3.34,246.456,7.8,,,39197.7,52.0,7.23561914106675,12.535379989788607
651,2006,12,4,4.0,2006.0,11,287.0,0,6610.0,-73.1593532,41.1903954,1917.0,2.25,4.0,2.0,1720.0,68.0,2007.0,6.14,215.2,3.9,,,30914.5,89.0,7.450660796211539,11.747016869248933
652,2012,12,21,4.0,2012.0,11,39.0,0,6606.0,-73.1924714,41.2124803,1947.0,2.0,4.0,2.0,1824.0,30.0,2013.0,3.37,246.456,7.8,,,39197.7,65.0,7.509335266016592,11.92504173829169
653,2014,5,20,2.0,2013.0,37,529.0,0,6825.0,-73.2465236,41.1982029,1953.0,2.0,5.0,4.0,3032.0,30.0,2014.0,4.2,253.598,6.6,,23.93,35902.5,61.0,8.017307507688582,13.651815643149092
654,2017,1,5,1.0,2016.0,15,12.0,0,6013.0,-72.9743617,41.7206484,2016.0,2.0,3.0,2.0,2256.0,30.0,2017.0,4.2,258.073,5.2,16355.0,31.6,35485.1,1.0,7.721791776817535,12.873904582205109
655,2009,8,28,3.0,2008.0,46,209.0,0,6518.0,-72.9112672,41.3999591,1983.0,1.0,3.0,1.0,1480.0,100.0,2010.0,5.14,230.883,8.6,,,37588.0,26.0,7.300472814267799,12.371591321286903
